id,categoria,segmento,edad,nivel_educativo,estado_civil,Genero,PAC,contrato,estrato,grupo_edad
344,C,Segmento_Medio,33,tecnico_tecnologico,separado,F,1,1,,26-35
345,A,Segmento_Joven,20,primaria,soltero,M,3,2,1.0,18-25
346,A,Segemnto_Basico,62,primaria,separado,F,3,2,1.0,56-65
347,B,Segmento_Medio,63,tecnico_tecnologico,viudo,F,1,3,2.0,56-65
348,A,Segemnto_Basico,44,primaria,soltero,F,3,1,3.0,36-45
349,A,Segmento_Medio,20,primaria,casado,M,3,4,3.0,18-25
350,A,Segemnto_Basico,39,primaria,viudo,F,3,4,1.0,36-45
351,A,Segmento_Joven,20,primaria,soltero,F,3,4,1.0,18-25
352,C,Segmento_Medio,37,tecnico_tecnologico,separado,M,1,3,,36-45
353,A,Segemnto_Basico,41,primaria,casado,F,3,1,2.0,36-45
354,B,Segmento_Medio,45,secundaria,viudo,M,2,4,1.0,36-45
355,C,Segmento_Medio,19,tecnico_tecnologico,casado,M,1,4,,18-25
356,B,Segmento_Joven,20,tecnico_tecnologico,soltero,M,1,3,4.0,18-25
357,C,Segmento_Joven,23,tecnico_tecnologico,soltero,M,1,2,2.0,18-25
358,C,Segmento_Medio,52,tecnico_tecnologico,separado,F,1,3,,46-55
359,C,Segmento_Medio,52,primaria,viudo,F,3,1,,46-55
360,C,Segmento_Medio,44,primaria,viudo,F,3,2,,36-45
361,A,Segemnto_Basico,48,primaria,soltero,M,3,4,3.0,46-55
362,C,Segmento_Medio,59,secundaria,separado,F,2,4,,56-65
363,A,Segmento_Joven,19,primaria,soltero,M,3,4,3.0,18-25
364,C,Segmento_Medio,21,secundaria,viudo,M,2,4,,18-25
365,C,Segmento_Medio,23,tecnico_tecnologico,separado,M,1,4,,18-25
366,B,Segmento_Medio,52,tecnico_tecnologico,casado,M,1,1,4.0,46-55
367,C,Segmento_Medio,50,primaria,viudo,F,3,3,,46-55
368,C,Segmento_Medio,37,tecnico_tecnologico,separado,F,1,4,4.0,36-45
369,C,Segmento_Alto,19,tecnico_tecnologico,separado,M,1,4,5.0,18-25
370,B,Segmento_Medio,56,tecnico_tecnologico,soltero,F,1,1,5.0,56-65
371,A,Segemnto_Basico,53,primaria,separado,M,3,2,1.0,46-55
372,C,Segmento_Medio,21,primaria,separado,M,3,3,,18-25
373,A,Segemnto_Basico,58,primaria,separado,M,3,2,1.0,56-65
374,A,Segemnto_Basico,62,primaria,soltero,M,3,2,3.0,56-65
375,C,Segmento_Medio,33,primaria,casado,M,3,1,,26-35
376,A,Segmento_Joven,19,primaria,soltero,M,3,1,1.0,18-25
377,C,Segmento_Medio,42,primaria,soltero,F,3,4,1.0,36-45
378,C,Segmento_Medio,26,tecnico_tecnologico,separado,F,1,2,5.0,26-35
379,A,Segemnto_Basico,43,primaria,soltero,M,3,3,1.0,36-45
380,A,Segemnto_Basico,27,primaria,viudo,F,3,2,1.0,26-35
381,A,Segemnto_Basico,48,primaria,soltero,M,3,4,1.0,46-55
382,C,Segmento_Medio,29,tecnico_tecnologico,soltero,F,1,3,2.0,26-35
383,A,Segmento_Medio,20,primaria,separado,M,3,4,2.0,18-25
384,A,Segemnto_Basico,29,primaria,soltero,M,3,1,1.0,26-35
385,A,Segmento_Medio,18,primaria,viudo,M,3,1,1.0,18-25
386,A,Segemnto_Basico,38,primaria,soltero,F,3,2,1.0,36-45
387,A,Segmento_Medio,20,primaria,separado,M,3,2,1.0,18-25
388,C,Segmento_Medio,34,tecnico_tecnologico,casado,M,1,2,,26-35
389,B,Segmento_Medio,64,tecnico_tecnologico,casado,M,1,4,1.0,56-65
390,A,Segemnto_Basico,61,primaria,soltero,M,3,3,2.0,56-65
391,A,Segemnto_Basico,55,primaria,separado,M,3,4,1.0,46-55
392,A,Segmento_Joven,24,primaria,soltero,F,3,2,1.0,18-25
393,A,Segemnto_Basico,37,primaria,casado,F,3,3,3.0,36-45
394,C,Segmento_Medio,59,primaria,viudo,M,3,2,,56-65
395,A,Segemnto_Basico,57,primaria,casado,F,3,1,3.0,56-65
396,A,Segmento_Medio,22,primaria,viudo,M,3,4,1.0,18-25
397,C,Segmento_Medio,59,primaria,separado,F,3,4,1.0,56-65
398,C,Segmento_Medio,37,primaria,separado,M,3,2,1.0,36-45
399,A,Segemnto_Basico,49,primaria,soltero,F,3,1,1.0,46-55
400,A,Segemnto_Basico,32,primaria,viudo,M,3,3,3.0,26-35
401,C,Segmento_Medio,46,primaria,viudo,M,3,3,,46-55
402,A,Segmento_Medio,23,primaria,casado,M,3,4,1.0,18-25
403,A,Segmento_Joven,21,primaria,soltero,F,3,2,3.0,18-25
404,A,Segemnto_Basico,58,primaria,soltero,M,3,2,3.0,56-65
405,A,Segemnto_Basico,52,primaria,soltero,M,3,2,1.0,46-55
406,A,Segemnto_Basico,42,primaria,soltero,M,3,1,3.0,36-45
407,A,Segemnto_Basico,58,primaria,separado,M,3,4,1.0,56-65
408,B,Segmento_Medio,63,tecnico_tecnologico,viudo,F,1,1,1.0,56-65
409,A,Segemnto_Basico,41,primaria,soltero,M,3,3,1.0,36-45
410,B,Segmento_Medio,53,tecnico_tecnologico,soltero,F,1,1,2.0,46-55
411,C,Segmento_Medio,40,tecnico_tecnologico,separado,M,1,3,5.0,36-45
412,A,Segemnto_Basico,25,primaria,soltero,F,3,3,2.0,18-25
413,A,Segmento_Joven,19,primaria,soltero,M,3,4,1.0,18-25
414,C,Segmento_Medio,56,tecnico_tecnologico,viudo,M,1,4,5.0,56-65
415,C,Segmento_Medio,29,tecnico_tecnologico,viudo,F,1,1,5.0,26-35
416,C,Segmento_Medio,35,tecnico_tecnologico,separado,M,1,2,5.0,26-35
417,B,Segmento_Medio,59,tecnico_tecnologico,soltero,M,1,3,5.0,56-65
418,C,Segmento_Medio,50,primaria,soltero,F,3,2,,46-55
419,B,Segmento_Medio,44,tecnico_tecnologico,viudo,M,1,2,1.0,36-45
420,A,Segemnto_Basico,44,primaria,viudo,M,3,1,1.0,36-45
421,A,Segmento_Medio,23,primaria,viudo,F,3,1,3.0,18-25
422,A,Segemnto_Basico,25,primaria,viudo,F,3,2,2.0,18-25
423,B,Segmento_Medio,42,tecnico_tecnologico,viudo,F,1,2,5.0,36-45
424,A,Segemnto_Basico,52,primaria,soltero,M,3,1,1.0,46-55
425,B,Segmento_Medio,50,tecnico_tecnologico,separado,M,1,3,5.0,46-55
426,A,Segemnto_Basico,49,primaria,separado,M,3,4,1.0,46-55
427,A,Segemnto_Basico,56,primaria,separado,M,3,2,1.0,56-65
428,C,Segmento_Medio,28,primaria,soltero,M,3,2,,26-35
429,A,Segemnto_Basico,26,primaria,casado,F,3,3,2.0,26-35
430,C,Segmento_Medio,52,tecnico_tecnologico,soltero,F,1,4,1.0,46-55
431,A,Segemnto_Basico,52,primaria,viudo,M,3,4,2.0,46-55
432,A,Segemnto_Basico,65,primaria,soltero,F,3,3,1.0,56-65
433,C,Segmento_Medio,26,secundaria,soltero,F,2,2,4.0,26-35
434,B,Segmento_Medio,29,tecnico_tecnologico,casado,F,1,4,5.0,26-35
435,A,Segemnto_Basico,27,primaria,casado,M,3,2,1.0,26-35
436,A,Segemnto_Basico,37,primaria,separado,F,3,1,1.0,36-45
437,B,Segmento_Medio,24,secundaria,casado,F,2,3,1.0,18-25
438,A,Segemnto_Basico,40,primaria,soltero,F,3,1,2.0,36-45
439,B,Segmento_Medio,20,tecnico_tecnologico,casado,M,1,3,5.0,18-25
440,A,Segemnto_Basico,32,primaria,soltero,F,3,1,3.0,26-35
441,A,Segemnto_Basico,64,primaria,soltero,M,3,4,1.0,56-65
442,A,Segemnto_Basico,62,primaria,soltero,M,3,1,1.0,56-65
443,B,Segmento_Medio,60,secundaria,soltero,M,2,3,1.0,56-65
444,B,Segmento_Medio,31,secundaria,soltero,F,2,3,3.0,26-35
445,C,Segmento_Medio,36,tecnico_tecnologico,soltero,M,1,3,1.0,36-45
446,B,Segmento_Medio,28,tecnico_tecnologico,soltero,F,1,4,4.0,26-35
447,A,Segemnto_Basico,38,primaria,casado,F,3,3,1.0,36-45
448,A,Segemnto_Basico,63,primaria,viudo,M,3,2,2.0,56-65
449,C,Segmento_Medio,34,primaria,separado,M,3,2,,26-35
450,A,Segmento_Medio,18,primaria,separado,M,3,4,2.0,18-25
451,C,Segmento_Medio,62,primaria,casado,M,3,3,1.0,56-65
452,A,Segmento_Joven,23,primaria,soltero,M,3,2,1.0,18-25
453,B,Segmento_Medio,28,tecnico_tecnologico,casado,F,1,3,1.0,26-35
454,A,Segemnto_Basico,47,primaria,viudo,M,3,2,1.0,46-55
455,A,Segemnto_Basico,38,primaria,viudo,M,3,4,1.0,36-45
456,C,Segmento_Medio,62,primaria,viudo,M,3,1,,56-65
457,A,Segemnto_Basico,34,primaria,soltero,F,3,2,1.0,26-35
458,A,Segmento_Joven,22,primaria,soltero,F,3,2,1.0,18-25
459,C,Segmento_Medio,21,tecnico_tecnologico,casado,M,1,3,,18-25
460,C,Segmento_Medio,21,tecnico_tecnologico,casado,M,1,4,,18-25
461,B,Segmento_Medio,50,tecnico_tecnologico,casado,F,1,3,2.0,46-55
462,C,Segmento_Medio,45,tecnico_tecnologico,soltero,M,1,3,,36-45
463,A,Segemnto_Basico,65,primaria,separado,F,3,4,1.0,56-65
464,B,Segmento_Medio,33,secundaria,casado,F,2,2,1.0,26-35
465,B,Segmento_Medio,52,tecnico_tecnologico,soltero,F,1,4,1.0,46-55
466,C,Segmento_Medio,26,tecnico_tecnologico,separado,F,1,1,3.0,26-35
467,C,Segmento_Medio,43,tecnico_tecnologico,soltero,M,1,3,5.0,36-45
468,C,Segmento_Medio,18,primaria,separado,M,3,3,,18-25
469,A,Segemnto_Basico,37,primaria,soltero,M,3,1,1.0,36-45
470,C,Segmento_Medio,25,tecnico_tecnologico,separado,F,1,2,5.0,18-25
471,C,Segmento_Alto,40,tecnico_tecnologico,soltero,F,1,1,5.0,36-45
472,B,Segmento_Medio,50,secundaria,casado,M,2,1,4.0,46-55
473,A,Segemnto_Basico,46,primaria,casado,M,3,4,1.0,46-55
474,A,Segemnto_Basico,63,primaria,viudo,M,3,4,3.0,56-65
475,A,Segemnto_Basico,50,primaria,casado,F,3,2,1.0,46-55
476,A,Segemnto_Basico,49,primaria,soltero,M,3,3,1.0,46-55
477,C,Segmento_Medio,44,primaria,separado,M,3,3,,36-45
478,A,Segemnto_Basico,51,primaria,viudo,F,3,2,1.0,46-55
479,A,Segemnto_Basico,34,primaria,soltero,F,3,3,3.0,26-35
480,A,Segemnto_Basico,35,primaria,soltero,M,3,2,1.0,26-35
481,C,Segmento_Medio,59,secundaria,viudo,M,2,2,,56-65
482,A,Segemnto_Basico,42,primaria,separado,F,3,3,2.0,36-45
483,B,Segmento_Medio,33,tecnico_tecnologico,soltero,M,1,3,3.0,26-35
484,A,Segemnto_Basico,65,primaria,viudo,F,3,1,1.0,56-65
485,A,Segemnto_Basico,34,primaria,soltero,F,3,3,1.0,26-35
486,B,Segmento_Medio,63,secundaria,viudo,M,2,1,2.0,56-65
487,A,Segemnto_Basico,50,primaria,viudo,F,3,2,2.0,46-55
488,A,Segemnto_Basico,55,primaria,soltero,M,3,4,2.0,46-55
489,A,Segemnto_Basico,43,primaria,soltero,M,3,2,1.0,36-45
490,A,Segemnto_Basico,65,primaria,casado,M,3,4,1.0,56-65
491,A,Segemnto_Basico,54,primaria,soltero,F,3,3,3.0,46-55
492,C,Segmento_Medio,63,tecnico_tecnologico,viudo,F,1,3,4.0,56-65
493,C,Segmento_Medio,64,primaria,separado,F,3,2,,56-65
494,B,Segmento_Medio,56,tecnico_tecnologico,soltero,M,1,1,3.0,56-65
495,B,Segmento_Medio,45,tecnico_tecnologico,viudo,F,1,1,4.0,36-45
496,A,Segemnto_Basico,59,secundaria,soltero,F,2,2,1.0,56-65
497,C,Segmento_Medio,26,primaria,viudo,F,3,3,,26-35
498,B,Segmento_Medio,41,tecnico_tecnologico,casado,F,1,2,4.0,36-45
499,B,Segmento_Joven,22,tecnico_tecnologico,soltero,F,1,2,4.0,18-25
500,A,Segemnto_Basico,40,primaria,soltero,M,3,1,1.0,36-45
501,B,Segmento_Medio,49,tecnico_tecnologico,viudo,M,1,2,3.0,46-55
502,C,Segmento_Medio,64,tecnico_tecnologico,soltero,M,1,3,5.0,56-65
503,C,Segmento_Medio,52,primaria,separado,M,3,3,,46-55
504,A,Segemnto_Basico,32,primaria,soltero,F,3,4,3.0,26-35
505,A,Segemnto_Basico,31,primaria,separado,M,3,4,1.0,26-35
506,C,Segmento_Medio,59,primaria,viudo,M,3,3,1.0,56-65
507,C,Segmento_Medio,60,secundaria,separado,F,2,4,,56-65
508,A,Segemnto_Basico,65,primaria,soltero,F,3,4,2.0,56-65
509,A,Segmento_Joven,24,primaria,soltero,M,3,4,1.0,18-25
510,B,Segmento_Medio,47,tecnico_tecnologico,soltero,F,1,4,2.0,46-55
511,A,Segemnto_Basico,41,secundaria,casado,M,2,1,1.0,36-45
512,C,Segmento_Medio,32,primaria,viudo,F,3,1,1.0,26-35
513,A,Segemnto_Basico,36,primaria,soltero,F,3,2,3.0,36-45
514,A,Segemnto_Basico,38,primaria,soltero,F,3,2,2.0,36-45
515,A,Segmento_Joven,21,primaria,soltero,M,3,1,3.0,18-25
516,C,Segmento_Medio,44,primaria,separado,M,3,1,1.0,36-45
517,A,Segemnto_Basico,37,primaria,soltero,F,3,1,1.0,36-45
518,B,Segmento_Medio,21,tecnico_tecnologico,viudo,F,1,1,4.0,18-25
519,A,Segemnto_Basico,57,primaria,separado,F,3,1,1.0,56-65
520,A,Segemnto_Basico,47,primaria,casado,F,3,2,1.0,46-55
521,A,Segemnto_Basico,40,primaria,soltero,F,3,2,1.0,36-45
522,B,Segmento_Medio,54,tecnico_tecnologico,soltero,F,1,2,2.0,46-55
523,B,Segmento_Medio,47,tecnico_tecnologico,soltero,M,1,4,5.0,46-55
524,B,Segmento_Medio,46,tecnico_tecnologico,viudo,F,1,4,1.0,46-55
525,B,Segmento_Medio,32,tecnico_tecnologico,soltero,F,1,2,1.0,26-35
526,A,Segmento_Joven,19,primaria,soltero,F,3,1,3.0,18-25
527,B,Segmento_Medio,42,tecnico_tecnologico,casado,F,1,1,1.0,36-45
528,A,Segemnto_Basico,42,primaria,viudo,M,3,2,1.0,36-45
529,A,Segemnto_Basico,34,primaria,soltero,M,3,2,1.0,26-35
530,A,Segemnto_Basico,39,primaria,separado,M,3,2,1.0,36-45
531,A,Segemnto_Basico,37,primaria,separado,M,3,3,2.0,36-45
532,C,Segmento_Medio,47,primaria,separado,F,3,1,1.0,46-55
533,B,Segmento_Medio,32,secundaria,soltero,M,2,2,4.0,26-35
534,C,Segmento_Medio,65,primaria,soltero,F,3,2,1.0,56-65
535,A,Segemnto_Basico,49,primaria,soltero,M,3,1,1.0,46-55
536,B,Segmento_Medio,53,tecnico_tecnologico,soltero,F,1,2,2.0,46-55
537,B,Segmento_Medio,61,tecnico_tecnologico,separado,F,1,4,2.0,56-65
538,C,Segmento_Joven,18,primaria,soltero,F,3,2,1.0,18-25
539,A,Segemnto_Basico,47,primaria,soltero,M,3,3,1.0,46-55
540,C,Segmento_Medio,54,primaria,viudo,F,3,3,,46-55
541,C,Segmento_Medio,54,tecnico_tecnologico,soltero,F,1,1,2.0,46-55
542,A,Segemnto_Basico,50,secundaria,casado,M,2,2,5.0,46-55
543,C,Segmento_Medio,35,primaria,viudo,M,3,2,,26-35
544,C,Segmento_Medio,26,tecnico_tecnologico,viudo,F,1,3,,26-35
545,A,Segemnto_Basico,32,primaria,soltero,M,3,3,1.0,26-35
546,B,Segmento_Medio,47,tecnico_tecnologico,soltero,F,1,4,5.0,46-55
547,B,Segmento_Medio,57,tecnico_tecnologico,soltero,M,1,4,5.0,56-65
548,A,Segemnto_Basico,43,primaria,soltero,M,3,2,1.0,36-45
549,B,Segmento_Medio,55,secundaria,soltero,M,2,4,1.0,46-55
550,C,Segmento_Medio,25,tecnico_tecnologico,separado,F,1,2,,18-25
551,A,Segmento_Joven,20,primaria,soltero,F,3,1,1.0,18-25
552,C,Segmento_Medio,50,primaria,viudo,M,3,3,1.0,46-55
553,C,Segmento_Medio,55,primaria,viudo,M,3,3,,46-55
554,A,Segemnto_Basico,26,primaria,separado,F,3,1,1.0,26-35
555,C,Segmento_Alto,61,tecnico_tecnologico,separado,F,1,1,4.0,56-65
556,A,Segemnto_Basico,56,primaria,soltero,F,3,1,1.0,56-65
557,A,Segemnto_Basico,59,primaria,viudo,F,3,2,3.0,56-65
558,C,Segmento_Medio,20,primaria,casado,M,3,2,,18-25
559,B,Segmento_Medio,61,tecnico_tecnologico,separado,F,1,4,2.0,56-65
560,B,Segmento_Medio,33,tecnico_tecnologico,soltero,F,1,4,5.0,26-35
561,A,Segemnto_Basico,57,primaria,casado,M,3,4,1.0,56-65
562,B,Segmento_Medio,59,tecnico_tecnologico,viudo,F,1,3,5.0,56-65
563,A,Segemnto_Basico,65,primaria,soltero,F,3,2,3.0,56-65
564,A,Segemnto_Basico,30,primaria,soltero,F,3,3,1.0,26-35
565,A,Segemnto_Basico,35,primaria,soltero,F,3,1,1.0,26-35
566,A,Segmento_Joven,22,primaria,soltero,F,3,2,3.0,18-25
567,C,Segmento_Medio,37,primaria,casado,F,3,4,,36-45
568,A,Segmento_Joven,22,primaria,soltero,M,3,2,1.0,18-25
569,A,Segmento_Joven,22,primaria,soltero,F,3,3,1.0,18-25
570,C,Segmento_Medio,60,tecnico_tecnologico,separado,F,1,3,,56-65
571,C,Segmento_Medio,64,tecnico_tecnologico,casado,F,1,4,,56-65
572,A,Segemnto_Basico,32,primaria,viudo,M,3,2,1.0,26-35
573,A,Segemnto_Basico,53,primaria,separado,F,3,2,2.0,46-55
574,A,Segemnto_Basico,46,primaria,casado,M,3,1,2.0,46-55
575,A,Segemnto_Basico,28,primaria,soltero,M,3,3,2.0,26-35
576,C,Segmento_Medio,27,primaria,separado,M,3,2,,26-35
577,C,Segmento_Medio,47,primaria,casado,F,3,3,,46-55
578,B,Segmento_Medio,58,tecnico_tecnologico,soltero,M,1,1,4.0,56-65
579,B,Segmento_Medio,55,tecnico_tecnologico,soltero,F,1,3,2.0,46-55
580,A,Segmento_Medio,21,primaria,separado,M,3,1,1.0,18-25
581,A,Segemnto_Basico,37,primaria,casado,M,3,1,1.0,36-45
582,A,Segemnto_Basico,40,primaria,separado,F,3,1,1.0,36-45
583,B,Segmento_Medio,57,tecnico_tecnologico,soltero,F,1,4,1.0,56-65
584,C,Segmento_Medio,26,primaria,separado,M,3,2,1.0,26-35
585,C,Segmento_Medio,45,tecnico_tecnologico,separado,F,1,1,1.0,36-45
586,A,Segemnto_Basico,44,primaria,casado,M,3,3,1.0,36-45
587,A,Segemnto_Basico,27,secundaria,soltero,M,2,1,5.0,26-35
588,C,Segmento_Medio,20,primaria,separado,M,3,4,,18-25
589,A,Segemnto_Basico,36,primaria,viudo,M,3,2,3.0,36-45
590,A,Segemnto_Basico,55,primaria,separado,F,3,4,2.0,46-55
591,B,Segmento_Medio,48,tecnico_tecnologico,separado,M,1,3,5.0,46-55
592,A,Segemnto_Basico,35,primaria,soltero,M,3,1,1.0,26-35
593,B,Segmento_Medio,64,tecnico_tecnologico,soltero,F,1,1,5.0,56-65
594,B,Segmento_Medio,50,tecnico_tecnologico,casado,M,1,1,5.0,46-55
595,A,Segmento_Medio,21,primaria,casado,M,3,1,3.0,18-25
596,A,Segemnto_Basico,44,primaria,soltero,F,3,4,2.0,36-45
597,A,Segmento_Medio,24,primaria,viudo,M,3,3,1.0,18-25
598,A,Segemnto_Basico,46,primaria,soltero,M,3,4,1.0,46-55
599,A,Segemnto_Basico,57,primaria,viudo,M,3,2,1.0,56-65
600,C,Segmento_Medio,42,tecnico_tecnologico,soltero,M,1,1,,36-45
601,C,Segmento_Medio,25,tecnico_tecnologico,soltero,M,1,4,,18-25
602,C,Segmento_Alto,37,tecnico_tecnologico,viudo,F,1,3,5.0,36-45
603,A,Segemnto_Basico,43,primaria,separado,M,3,4,3.0,36-45
604,C,Segmento_Medio,35,tecnico_tecnologico,soltero,F,1,4,1.0,26-35
605,A,Segemnto_Basico,38,primaria,soltero,M,3,2,2.0,36-45
606,B,Segmento_Medio,64,tecnico_tecnologico,soltero,F,1,1,1.0,56-65
607,C,Segmento_Medio,48,primaria,soltero,F,3,4,,46-55
608,A,Segemnto_Basico,36,primaria,soltero,M,3,4,1.0,36-45
609,C,Segmento_Medio,33,tecnico_tecnologico,casado,F,1,2,5.0,26-35
610,A,Segemnto_Basico,60,primaria,separado,M,3,3,1.0,56-65
611,A,Segemnto_Basico,27,primaria,separado,M,3,2,1.0,26-35
612,B,Segmento_Medio,48,tecnico_tecnologico,soltero,M,1,4,5.0,46-55
613,A,Segemnto_Basico,27,primaria,soltero,M,3,1,1.0,26-35
614,B,Segmento_Medio,38,tecnico_tecnologico,viudo,F,1,4,4.0,36-45
615,A,Segemnto_Basico,31,primaria,soltero,F,3,2,1.0,26-35
616,A,Segemnto_Basico,36,secundaria,soltero,F,2,4,2.0,36-45
617,C,Segmento_Medio,52,primaria,viudo,M,3,4,,46-55
618,A,Segemnto_Basico,37,primaria,separado,F,3,3,1.0,36-45
619,C,Segmento_Medio,53,primaria,separado,F,3,2,,46-55
620,C,Segmento_Medio,55,primaria,soltero,M,3,2,1.0,46-55
621,A,Segemnto_Basico,33,primaria,separado,F,3,4,1.0,26-35
622,A,Segemnto_Basico,27,primaria,casado,F,3,2,3.0,26-35
623,A,Segemnto_Basico,31,primaria,soltero,F,3,1,1.0,26-35
624,C,Segmento_Medio,38,tecnico_tecnologico,viudo,M,1,3,1.0,36-45
625,C,Segmento_Medio,20,tecnico_tecnologico,viudo,M,1,2,5.0,18-25
626,B,Segmento_Medio,20,tecnico_tecnologico,viudo,F,1,3,3.0,18-25
627,A,Segemnto_Basico,42,primaria,separado,M,3,3,2.0,36-45
628,B,Segmento_Medio,42,tecnico_tecnologico,viudo,F,1,2,4.0,36-45
629,C,Segmento_Medio,46,tecnico_tecnologico,separado,F,1,4,4.0,46-55
630,B,Segmento_Medio,33,tecnico_tecnologico,viudo,M,1,1,3.0,26-35
631,B,Segmento_Medio,63,tecnico_tecnologico,viudo,M,1,1,1.0,56-65
632,B,Segmento_Medio,21,tecnico_tecnologico,separado,F,1,2,3.0,18-25
633,A,Segemnto_Basico,28,primaria,separado,F,3,3,2.0,26-35
634,C,Segmento_Medio,65,tecnico_tecnologico,soltero,F,1,2,1.0,56-65
635,B,Segmento_Medio,33,tecnico_tecnologico,separado,M,1,1,4.0,26-35
636,C,Segmento_Medio,38,primaria,casado,F,3,3,1.0,36-45
637,C,Segmento_Medio,31,tecnico_tecnologico,viudo,M,1,1,5.0,26-35
638,B,Segmento_Medio,53,tecnico_tecnologico,soltero,M,1,1,3.0,46-55
639,C,Segmento_Medio,38,tecnico_tecnologico,soltero,M,1,1,1.0,36-45
640,C,Segmento_Medio,64,tecnico_tecnologico,soltero,M,1,4,2.0,56-65
641,A,Segemnto_Basico,53,primaria,soltero,M,3,3,1.0,46-55
642,B,Segmento_Medio,62,tecnico_tecnologico,soltero,F,1,1,1.0,56-65
643,B,Segmento_Medio,50,secundaria,casado,F,2,1,1.0,46-55
644,C,Segmento_Medio,65,tecnico_tecnologico,casado,F,1,2,4.0,56-65
645,B,Segmento_Medio,26,tecnico_tecnologico,soltero,M,1,1,2.0,26-35
646,C,Segmento_Joven,20,primaria,soltero,M,3,3,1.0,18-25
647,C,Segmento_Medio,53,tecnico_tecnologico,soltero,F,1,2,3.0,46-55
648,B,Segmento_Medio,52,tecnico_tecnologico,casado,F,1,1,5.0,46-55
649,A,Segemnto_Basico,60,primaria,soltero,M,3,2,1.0,56-65
650,B,Segmento_Medio,65,tecnico_tecnologico,casado,F,1,2,4.0,56-65
651,A,Segmento_Medio,22,primaria,casado,F,3,1,1.0,18-25
652,C,Segmento_Medio,51,tecnico_tecnologico,casado,M,1,3,5.0,46-55
653,C,Segmento_Medio,39,tecnico_tecnologico,viudo,M,1,2,5.0,36-45
654,C,Segmento_Medio,35,primaria,soltero,F,3,2,1.0,26-35
655,B,Segmento_Medio,33,tecnico_tecnologico,casado,M,1,1,3.0,26-35
656,A,Segemnto_Basico,34,secundaria,soltero,F,2,3,3.0,26-35
657,A,Segemnto_Basico,26,primaria,viudo,M,3,3,2.0,26-35
658,C,Segmento_Medio,59,primaria,casado,F,3,2,,56-65
659,B,Segmento_Medio,34,tecnico_tecnologico,soltero,M,1,3,2.0,26-35
660,C,Segmento_Alto,49,tecnico_tecnologico,casado,M,1,2,2.0,46-55
661,A,Segmento_Joven,20,primaria,soltero,F,3,3,3.0,18-25
662,B,Segmento_Joven,21,tecnico_tecnologico,soltero,F,1,4,4.0,18-25
663,A,Segemnto_Basico,34,primaria,soltero,F,3,4,1.0,26-35
664,C,Segmento_Medio,57,tecnico_tecnologico,viudo,F,1,4,,56-65
665,C,Segmento_Medio,43,primaria,soltero,F,3,2,,36-45
666,B,Segmento_Medio,46,tecnico_tecnologico,viudo,M,1,3,3.0,46-55
667,C,Segmento_Medio,41,tecnico_tecnologico,casado,F,1,4,2.0,36-45
668,A,Segemnto_Basico,52,primaria,soltero,M,3,1,3.0,46-55
669,B,Segmento_Medio,62,tecnico_tecnologico,viudo,M,1,2,1.0,56-65
670,A,Segemnto_Basico,38,primaria,soltero,F,3,1,3.0,36-45
671,C,Segmento_Medio,42,tecnico_tecnologico,soltero,M,1,2,5.0,36-45
672,A,Segemnto_Basico,30,primaria,soltero,F,3,2,1.0,26-35
673,A,Segemnto_Basico,64,primaria,separado,F,3,2,1.0,56-65
674,A,Segemnto_Basico,59,primaria,viudo,F,3,3,1.0,56-65
675,A,Segemnto_Basico,61,primaria,casado,F,3,4,1.0,56-65
676,B,Segmento_Medio,34,tecnico_tecnologico,separado,M,1,1,5.0,26-35
677,C,Segmento_Medio,36,tecnico_tecnologico,soltero,M,1,2,,36-45
678,C,Segmento_Medio,61,tecnico_tecnologico,soltero,M,1,3,3.0,56-65
679,C,Segmento_Medio,39,tecnico_tecnologico,soltero,M,1,2,2.0,36-45
680,A,Segmento_Joven,23,primaria,soltero,F,3,2,3.0,18-25
681,C,Segmento_Medio,28,tecnico_tecnologico,casado,M,1,1,4.0,26-35
682,C,Segmento_Medio,34,secundaria,viudo,F,2,1,,26-35
683,C,Segmento_Joven,24,tecnico_tecnologico,soltero,M,1,4,,18-25
684,A,Segemnto_Basico,49,primaria,viudo,F,3,2,1.0,46-55
685,A,Segemnto_Basico,47,primaria,viudo,F,3,3,1.0,46-55
686,A,Segemnto_Basico,40,primaria,casado,M,3,2,2.0,36-45
687,C,Segmento_Medio,26,tecnico_tecnologico,viudo,M,1,4,,26-35
688,A,Segemnto_Basico,61,primaria,casado,M,3,2,3.0,56-65
689,A,Segemnto_Basico,41,primaria,soltero,M,3,3,1.0,36-45
690,B,Segmento_Medio,39,tecnico_tecnologico,viudo,M,1,4,4.0,36-45
691,A,Segmento_Joven,21,primaria,soltero,M,3,3,2.0,18-25
692,A,Segemnto_Basico,62,primaria,soltero,M,3,2,1.0,56-65
693,B,Segmento_Medio,19,tecnico_tecnologico,casado,F,1,1,1.0,18-25
694,A,Segemnto_Basico,43,primaria,soltero,M,3,1,1.0,36-45
695,C,Segmento_Medio,29,primaria,separado,M,3,1,,26-35
696,C,Segmento_Medio,53,tecnico_tecnologico,soltero,M,1,1,5.0,46-55
697,A,Segmento_Medio,21,primaria,casado,F,3,4,1.0,18-25
698,A,Segemnto_Basico,53,primaria,soltero,F,3,2,1.0,46-55
699,A,Segemnto_Basico,35,secundaria,soltero,F,2,1,4.0,26-35
